schedule_family,scheduler,n_steps,dataset_group,size_group,scheduler_label,scheduler_variant_label,metric,metric_label,direction,mean,ci95,n
condmarg,entropic_log1p,10,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,invalid_rate,Invalid rate,lower,0,0,95
condmarg,entropic_log1p,10,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,infer_seconds_per_output,Seconds/output,lower,17.97613225144726,1.2224859690374978,95
condmarg,entropic_log1p,10,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,90.28867206774257,0.6523694522801721,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,plddt_mean,pLDDT,higher,88.88984770523875,0.7688942837439735,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,diversity,Diversity,higher,2.744081258616949,0.5477611862426994,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,rmsd_mean,Endpoint spread,higher,2.744081258616949,0.5477611862426994,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,invalid_rate,Invalid rate,lower,0,0,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,infer_seconds_per_output,Seconds/output,lower,44.97517639078494,3.0589574477067036,95
condmarg,entropic,25,CAMEO,Large,Entropic,Entropic · cond-marg,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.92118028982061,0.6718491663880594,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,plddt_mean,pLDDT,higher,96.43506979691355,0.06984442372528539,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,diversity,Diversity,higher,10.718990514152928,1.227504653563421,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,rmsd_mean,Endpoint spread,higher,10.718990514152928,1.227504653563421,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,invalid_rate,Invalid rate,lower,0,0,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,infer_seconds_per_output,Seconds/output,lower,44.941785462192065,3.0596671069354064,95
condmarg,entropic_log1p,25,CAMEO,Large,Entropic-log1p,Entropic-log1p · cond-marg,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,90.66025454390677,0.5494552906889847,95
standard,linear,5,All,All,Linear,Linear · standard,plddt_mean,pLDDT,higher,93.05017792928469,0.47991527413949464,572
standard,linear,5,All,All,Linear,Linear · standard,diversity,Diversity,higher,7.568745429595034,0.4904676349030559,572
standard,linear,5,All,All,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,7.568745429595034,0.4904676349030559,572
standard,linear,5,All,All,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,572
standard,linear,5,All,All,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,3.4247494470933573,0.3495826087420721,572
standard,linear,5,All,All,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,86.6671889845308,0.8018057059364713,572
standard,entropic,5,All,All,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,93.5290583770887,0.4531773731505106,565
standard,entropic,5,All,All,Entropic,Entropic · standard,diversity,Diversity,higher,7.492161448761425,0.4982261464911445,565
standard,entropic,5,All,All,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,7.492161448761425,0.4982261464911445,565
standard,entropic,5,All,All,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,entropic,5,All,All,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,3.304032327055898,0.34068826456472406,565
standard,entropic,5,All,All,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,86.86469647264057,0.7967851936771989,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,93.52717115182793,0.4534036407253255,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,7.476322131241317,0.4950509734390399,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,7.476322131241317,0.4950509734390399,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,infer_seconds_per_output,Seconds/output,lower,3.3063712461329215,0.34123487353398685,565
standard,entropic_log1p,5,All,All,Entropic-log1p,Entropic-log1p · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,86.86383277454193,0.7972212581413741,565
standard,cosine,5,All,All,Cosine,Cosine · standard,plddt_mean,pLDDT,higher,95.13258205561831,0.3741590017541106,567
standard,cosine,5,All,All,Cosine,Cosine · standard,diversity,Diversity,higher,6.838134906279347,0.47121150620745317,567
standard,cosine,5,All,All,Cosine,Cosine · standard,rmsd_mean,Endpoint spread,higher,6.838134906279347,0.47121150620745317,567
standard,cosine,5,All,All,Cosine,Cosine · standard,invalid_rate,Invalid rate,lower,0,0,567
standard,cosine,5,All,All,Cosine,Cosine · standard,infer_seconds_per_output,Seconds/output,lower,3.3351906510903557,0.34264409663985645,567
standard,cosine,5,All,All,Cosine,Cosine · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,86.92278930892802,0.7981473770339508,567
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,plddt_mean,pLDDT,higher,97.3418680714295,0.2177791333254983,565
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,diversity,Diversity,higher,5.543203357785149,0.4171530316019054,565
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,rmsd_mean,Endpoint spread,higher,5.543203357785149,0.4171530316019054,565
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,infer_seconds_per_output,Seconds/output,lower,3.3049178252497327,0.3405404266895627,565
standard,sigmoid,5,All,All,Sigmoid,Sigmoid · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,87.41852966477389,0.7771543102485331,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,plddt_mean,pLDDT,higher,90.65437607554207,0.6528481816932241,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,diversity,Diversity,higher,7.080999268894702,0.4921369990485549,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,rmsd_mean,Endpoint spread,higher,7.080999268894702,0.4921369990485549,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,infer_seconds_per_output,Seconds/output,lower,3.3042146700938164,0.3408033538008073,565
standard,power_2,5,All,All,Power-2,Power-2 · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,84.9227200577322,0.9222017498135346,565
standard,linear,10,All,All,Linear,Linear · standard,plddt_mean,pLDDT,higher,94.82431988313165,0.24360149563975728,568
standard,linear,10,All,All,Linear,Linear · standard,diversity,Diversity,higher,8.905834910945154,0.5394706178178779,568
standard,linear,10,All,All,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,8.905834910945154,0.5394706178178779,568
standard,linear,10,All,All,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,568
standard,linear,10,All,All,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,6.717085220857768,0.6910097305334968,568
standard,linear,10,All,All,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,88.21545769479908,0.7077389462337187,568
standard,entropic,10,All,All,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,95.74291397702378,0.19410341846458223,565
standard,entropic,10,All,All,Entropic,Entropic · standard,diversity,Diversity,higher,8.758837271791643,0.537088525727883,565
standard,entropic,10,All,All,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,8.758837271791643,0.537088525727883,565
standard,entropic,10,All,All,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,entropic,10,All,All,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,6.608369600909774,0.6818921416465212,565
standard,entropic,10,All,All,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,88.43617228313876,0.6966776514735197,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,95.74879015019509,0.1962355414206536,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,8.701082893599452,0.5316054272820567,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,8.701082893599452,0.5316054272820567,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,infer_seconds_per_output,Seconds/output,lower,6.605091021820878,0.6810319949271493,565
standard,entropic_log1p,10,All,All,Entropic-log1p,Entropic-log1p · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,88.43613198997701,0.697766296906359,565
standard,cosine,10,All,All,Cosine,Cosine · standard,plddt_mean,pLDDT,higher,97.32447466774592,0.12095715191357673,567
standard,cosine,10,All,All,Cosine,Cosine · standard,diversity,Diversity,higher,8.000385927144812,0.5091036734457349,567
standard,cosine,10,All,All,Cosine,Cosine · standard,rmsd_mean,Endpoint spread,higher,8.000385927144812,0.5091036734457349,567
standard,cosine,10,All,All,Cosine,Cosine · standard,invalid_rate,Invalid rate,lower,0,0,567
standard,cosine,10,All,All,Cosine,Cosine · standard,infer_seconds_per_output,Seconds/output,lower,6.704267943315631,0.6924558710331088,567
standard,cosine,10,All,All,Cosine,Cosine · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,88.53900318246662,0.7038269914529569,567
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,plddt_mean,pLDDT,higher,97.88420616082385,0.10848660421527467,565
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,diversity,Diversity,higher,7.207527875056309,0.4880738615753489,565
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,rmsd_mean,Endpoint spread,higher,7.207527875056309,0.4880738615753489,565
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,infer_seconds_per_output,Seconds/output,lower,6.60550818506925,0.6817266282847401,565
standard,sigmoid,10,All,All,Sigmoid,Sigmoid · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,88.94930890496853,0.6926167425069113,565
standard,power_2,10,All,All,Power-2,Power-2 · standard,plddt_mean,pLDDT,higher,93.82649341936214,0.4254362118736079,562
standard,power_2,10,All,All,Power-2,Power-2 · standard,diversity,Diversity,higher,8.742894018035766,0.5563745333873567,562
standard,power_2,10,All,All,Power-2,Power-2 · standard,rmsd_mean,Endpoint spread,higher,8.742894018035766,0.5563745333873567,562
standard,power_2,10,All,All,Power-2,Power-2 · standard,invalid_rate,Invalid rate,lower,0,0,562
standard,power_2,10,All,All,Power-2,Power-2 · standard,infer_seconds_per_output,Seconds/output,lower,6.51818765901902,0.6735141327600401,562
standard,power_2,10,All,All,Power-2,Power-2 · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,86.35042406333298,0.8664928911993593,562
standard,linear,25,All,All,Linear,Linear · standard,plddt_mean,pLDDT,higher,95.76334865482913,0.12317189111057758,569
standard,linear,25,All,All,Linear,Linear · standard,diversity,Diversity,higher,9.717900389946198,0.5715802368734518,569
standard,linear,25,All,All,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,9.717900389946198,0.5715802368734518,569
standard,linear,25,All,All,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,569
standard,linear,25,All,All,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,16.91400630555702,1.740722940050662,569
standard,linear,25,All,All,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.01833156853857,0.6178553105234006,569
standard,entropic,25,All,All,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,97.07793367436501,0.08512754695689188,565
standard,entropic,25,All,All,Entropic,Entropic · standard,diversity,Diversity,higher,9.320708169346362,0.5594431636024644,565
standard,entropic,25,All,All,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,9.320708169346362,0.5594431636024644,565
standard,entropic,25,All,All,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,entropic,25,All,All,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,16.507823060826805,1.7014991279817602,565
standard,entropic,25,All,All,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.25795427420287,0.6067502946998061,565
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,97.09357019427826,0.08493131338494044,563
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,9.26107888895072,0.5489713773100223,563
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,9.26107888895072,0.5489713773100223,563
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,invalid_rate,Invalid rate,lower,0,0,563
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,infer_seconds_per_output,Seconds/output,lower,16.440127699667663,1.7060528183134462,563
standard,entropic_log1p,25,All,All,Entropic-log1p,Entropic-log1p · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.26073348904163,0.6057778304585042,563
standard,cosine,25,All,All,Cosine,Cosine · standard,plddt_mean,pLDDT,higher,97.16013731467851,0.08443529803551125,566
standard,cosine,25,All,All,Cosine,Cosine · standard,diversity,Diversity,higher,9.112054147695062,0.5478241634248917,566
standard,cosine,25,All,All,Cosine,Cosine · standard,rmsd_mean,Endpoint spread,higher,9.112054147695062,0.5478241634248917,566
standard,cosine,25,All,All,Cosine,Cosine · standard,invalid_rate,Invalid rate,lower,0,0,566
standard,cosine,25,All,All,Cosine,Cosine · standard,infer_seconds_per_output,Seconds/output,lower,16.62540264761564,1.7149475254408575,566
standard,cosine,25,All,All,Cosine,Cosine · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.28518760458738,0.6233631338979384,566
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,plddt_mean,pLDDT,higher,97.18538754218447,0.0961472184817441,565
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,diversity,Diversity,higher,8.471913552706221,0.5238135405157931,565
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,rmsd_mean,Endpoint spread,higher,8.471913552706221,0.5238135405157931,565
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,invalid_rate,Invalid rate,lower,0,0,565
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,infer_seconds_per_output,Seconds/output,lower,16.51787566716867,1.7029387122415258,565
standard,sigmoid,25,All,All,Sigmoid,Sigmoid · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,89.71695227840736,0.6195667495237682,565
standard,power_2,25,All,All,Power-2,Power-2 · standard,plddt_mean,pLDDT,higher,94.88292601274297,0.18667402975017144,561
standard,power_2,25,All,All,Power-2,Power-2 · standard,diversity,Diversity,higher,9.624782753925697,0.5785042131044446,561
standard,power_2,25,All,All,Power-2,Power-2 · standard,rmsd_mean,Endpoint spread,higher,9.624782753925697,0.5785042131044446,561
standard,power_2,25,All,All,Power-2,Power-2 · standard,invalid_rate,Invalid rate,lower,0,0,561
standard,power_2,25,All,All,Power-2,Power-2 · standard,infer_seconds_per_output,Seconds/output,lower,16.35952767967259,1.709400509711438,561
standard,power_2,25,All,All,Power-2,Power-2 · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,87.35613895797044,0.7973493112919628,561
standard,linear,5,All,Short,Linear,Linear · standard,plddt_mean,pLDDT,higher,89.9726579319347,1.8326680339385721,55
standard,linear,5,All,Short,Linear,Linear · standard,diversity,Diversity,higher,5.272923163934188,0.7908426253867934,55
standard,linear,5,All,Short,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,5.272923163934188,0.7908426253867934,55
standard,linear,5,All,Short,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,linear,5,All,Short,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,0.7828239271967588,0.003756087383455677,55
standard,linear,5,All,Short,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,79.66708362926136,2.8012208520960638,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,90.83418707414107,1.692100602395746,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,diversity,Diversity,higher,5.275937377322804,0.8277630335644517,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,5.275937377322804,0.8277630335644517,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,0.7788659044245089,0.004211919759118188,55
standard,entropic,5,All,Short,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,80.10012774727561,2.7479246418013217,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,90.81493896137584,1.6975412668439234,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,5.2433962431820955,0.8004599810891226,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,5.2433962431820955,0.8004599810891226,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,infer_seconds_per_output,Seconds/output,lower,0.7790348805190827,0.004272977005074157,55
standard,entropic_log1p,5,All,Short,Entropic-log1p,Entropic-log1p · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,80.09129628268155,2.7489312968291904,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,plddt_mean,pLDDT,higher,92.73367895646528,1.4430541178824186,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,diversity,Diversity,higher,4.914061821590771,0.715933415141941,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,rmsd_mean,Endpoint spread,higher,4.914061821590771,0.715933415141941,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,infer_seconds_per_output,Seconds/output,lower,0.7796185500538824,0.004154885121444424,55
standard,cosine,5,All,Short,Cosine,Cosine · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,79.64602852214466,2.7797204442981225,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,plddt_mean,pLDDT,higher,95.25940447720615,0.9891774726709166,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,diversity,Diversity,higher,4.439881021326238,0.7968470113907946,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,rmsd_mean,Endpoint spread,higher,4.439881021326238,0.7968470113907946,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,infer_seconds_per_output,Seconds/output,lower,0.7789404122497547,0.003965482116179209,55
standard,sigmoid,5,All,Short,Sigmoid,Sigmoid · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,79.959371844205,2.7112666127406087,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,plddt_mean,pLDDT,higher,84.81414103074508,2.6434248294446365,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,diversity,Diversity,higher,5.169760632514953,0.9525617099788722,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,rmsd_mean,Endpoint spread,higher,5.169760632514953,0.9525617099788722,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,infer_seconds_per_output,Seconds/output,lower,0.7798595846249637,0.004523795861325274,55
standard,power_2,5,All,Short,Power-2,Power-2 · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,75.78562772924246,3.1861068404366737,55
standard,linear,10,All,Short,Linear,Linear · standard,plddt_mean,pLDDT,higher,94.15212260159579,0.8801408005024116,55
standard,linear,10,All,Short,Linear,Linear · standard,diversity,Diversity,higher,6.260039323026484,0.9465409763929182,55
standard,linear,10,All,Short,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,6.260039323026484,0.9465409763929182,55
standard,linear,10,All,Short,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,linear,10,All,Short,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,1.5594255632847887,0.00818710794274455,55
standard,linear,10,All,Short,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,81.57672146190295,2.522768704532001,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,95.17258234891024,0.7271466393311988,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,diversity,Diversity,higher,6.242454962296919,0.9261300322543095,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,6.242454962296919,0.9261300322543095,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,1.5566026890946723,0.008385652637597777,55
standard,entropic,10,All,Short,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,81.9786238757047,2.4844489733503203,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,95.15528921647505,0.7487316788273135,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,6.146200268918817,0.8999187204719059,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,6.146200268918817,0.8999187204719059,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,infer_seconds_per_output,Seconds/output,lower,1.5574397599663248,0.00873178636841228,55
standard,entropic_log1p,10,All,Short,Entropic-log1p,Entropic-log1p · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,81.97710659373891,2.4954587085889623,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,plddt_mean,pLDDT,higher,96.080555378307,0.6604560505312402,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,diversity,Diversity,higher,5.912737495248968,0.9043363678648673,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,rmsd_mean,Endpoint spread,higher,5.912737495248968,0.9043363678648673,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,infer_seconds_per_output,Seconds/output,lower,1.5554095641540533,0.008493226927583471,55
standard,cosine,10,All,Short,Cosine,Cosine · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,81.5032787947221,2.538197486715543,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,plddt_mean,pLDDT,higher,96.14948518926447,0.7988833639491628,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,diversity,Diversity,higher,5.529123631390658,0.899526313154244,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,rmsd_mean,Endpoint spread,higher,5.529123631390658,0.899526313154244,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,infer_seconds_per_output,Seconds/output,lower,1.5575330509126863,0.00869490499874086,55
standard,sigmoid,10,All,Short,Sigmoid,Sigmoid · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,81.83527627944945,2.509379139411921,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,plddt_mean,pLDDT,higher,90.44187570051713,1.8163506376727772,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,diversity,Diversity,higher,6.095522648637945,1.0192287446610815,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,rmsd_mean,Endpoint spread,higher,6.095522648637945,1.0192287446610815,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,infer_seconds_per_output,Seconds/output,lower,1.5551393432754346,0.0077461407427494204,55
standard,power_2,10,All,Short,Power-2,Power-2 · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,77.39684452750468,3.075923725309446,55
standard,linear,25,All,Short,Linear,Linear · standard,plddt_mean,pLDDT,higher,95.81578726335006,0.5075809303353868,55
standard,linear,25,All,Short,Linear,Linear · standard,diversity,Diversity,higher,6.974296671693975,0.977631076268768,55
standard,linear,25,All,Short,Linear,Linear · standard,rmsd_mean,Endpoint spread,higher,6.974296671693975,0.977631076268768,55
standard,linear,25,All,Short,Linear,Linear · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,linear,25,All,Short,Linear,Linear · standard,infer_seconds_per_output,Seconds/output,lower,3.8933913648382505,0.021202980391017,55
standard,linear,25,All,Short,Linear,Linear · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,82.94782603315872,2.2963224106181643,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,plddt_mean,pLDDT,higher,96.27363908941095,0.4903866979211774,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,diversity,Diversity,higher,6.833925880085339,0.9575298472422378,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,rmsd_mean,Endpoint spread,higher,6.833925880085339,0.9575298472422378,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,invalid_rate,Invalid rate,lower,0,0,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,infer_seconds_per_output,Seconds/output,lower,3.8942482903345743,0.01970635703833535,55
standard,entropic,25,All,Short,Entropic,Entropic · standard,trajectory_plddt_mean_all_frames,Trajectory pLDDT,higher,83.3553558106856,2.265307395352948,55
standard,entropic_log1p,25,All,Short,Entropic-log1p,Entropic-log1p · standard,plddt_mean,pLDDT,higher,96.26316063620827,0.5018229164088825,55
standard,entropic_log1p,25,All,Short,Entropic-log1p,Entropic-log1p · standard,diversity,Diversity,higher,6.84470928365534,0.9817281128753093,55
standard,entropic_log1p,25,All,Short,Entropic-log1p,Entropic-log1p · standard,rmsd_mean,Endpoint spread,higher,6.84470928365534,0.9817281128753093,55
