id,model,scheduler,n_steps,mode,seed,domain,n_samples,infer_seconds,fid,fid_backend,fid_pixel,fid_inception,fid_inception_error,sample_mean,sample_std,scheduler_base,entropy_variant,entropy_mode,entropy_rate_source,entropy_seconds,sampling_seconds,sigma_lt_1_count,sigma_lt_0p1_count,sigma_max_jump,sigma_last_jump,rank_seed,experiment_path,dataset,dataset_path,batch_index,sample_name,seq_len,protein_size_bin,schedule_group,requested_entropy_mode,sample_index,infer_seconds_per_output,rmsd_mean,rmsd_std,diversity,plddt_mean,plddt_std,invalid_structures,n_outputs,entropy_curve_mode,tm_score,n_preds_tm,run_id
edm_entropic_log1p_10_ode_heun_314,edm,entropic_log1p,10,ode_heun,314,image,64.0,0.5249121319502592,171.3668453029242,clean-fid+pixel,0.0032212566584348,171.3668453029242,,-0.0414001494646072,0.5263234376907349,entropic,log1p,empirical_hutchinson,,0.0,0.5249121319502592,5.0,3.0,40.84847011004621,-0.009205488877502,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_5_ode_heun_42,edm,power_2,5,ode_heun,42,image,64.0,0.2491861190646886,314.6502450975787,clean-fid+pixel,18.312026977539062,314.6502450975787,,0.1535351723432541,2.936927080154419,power_2,,,,0.0,0.2491861190646886,4.0,4.0,78.23660993304816,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_10_ode_heun_2718,edm,power_2,10,ode_heun,2718,image,64.0,0.5250317957252264,192.77051843423249,clean-fid+pixel,0.2158720940351486,192.77051843423249,,-0.1069220528006553,0.763386607170105,power_2,,,,0.0,0.5250317957252264,8.0,7.0,69.31686814509338,-0.0002235689227249,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_10_ode_heun_7,edm,linear,10,ode_heun,7,image,64.0,1.027304413728416,169.85377854519282,clean-fid+pixel,0.0164444576948881,169.85377854519282,,-0.0449628271162509,0.5713255405426025,linear,,,,0.0,1.027304413728416,6.0,4.0,52.27420627379414,-0.0037707996236288,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_25_ode_heun_314,edm,linear,25,ode_heun,314,image,64.0,1.3555858125910163,170.01323547066218,clean-fid+pixel,0.0016739037819206,170.01323547066218,,-0.0405289866030216,0.495993822813034,linear,,,,0.0,1.3555858125910163,15.0,10.0,27.63904157764376,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_10_ode_heun_42,edm,cosine,10,ode_heun,42,image,64.0,0.5263661397621036,180.9730971734636,clean-fid+pixel,0.0292844232171773,180.9730971734636,,-0.032544121146202,0.5992772579193115,cosine,,,,0.0,0.5263661397621036,6.0,5.0,32.44370680376795,-0.0006881957717571,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_25_ode_heun_2718,edm,cosine,25,ode_heun,2718,image,64.0,1.355259665288031,170.60468917541607,clean-fid+pixel,0.0059477612376213,170.60468917541607,,-0.0711988732218742,0.5373489856719971,cosine,,,,0.0,1.355259665288031,14.0,11.0,13.503511527100189,-0.0001184551871679,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_10_ode_heun_123,edm,sigmoid,10,ode_heun,123,image,64.0,0.5264142174273729,207.20132816007,clean-fid+pixel,0.1563585996627807,207.20132816007,,-0.0470811538398265,0.7296832799911499,sigmoid,,,,0.0,0.5264142174273729,6.0,5.0,28.0018597293226,-0.0001249348288935,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_5_ode_heun_7,edm,entropic,5,ode_heun,7,image,64.0,0.2512015262618661,327.99590929536777,clean-fid+pixel,0.1746426373720169,327.99590929536777,,-0.0456152409315109,0.2624537050724029,entropic,control,empirical_hutchinson,,0.0,0.2512015262618661,1.0,1.0,19.328250283710062,-13.813612056596028,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_10_ode_heun_314,edm,entropic,10,ode_heun,314,image,64.0,0.5263169389218092,286.617369205044,clean-fid+pixel,0.1058284118771553,286.617369205044,,-0.0449315048754215,0.317883551120758,entropic,control,empirical_hutchinson,,0.0,0.5263169389218092,1.0,1.0,10.33121231638252,-6.866268970234385,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_5_ode_heun_42,edm,entropic_log1p,5,ode_heun,42,image,64.0,0.2497971337288618,191.10313804440352,clean-fid+pixel,0.0894788652658462,191.10313804440352,,-0.0335915051400661,0.6737796068191528,entropic,log1p,empirical_hutchinson,,0.0,0.2497971337288618,3.0,2.0,61.41485988519842,-0.0494563314563352,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_10_ode_heun_2718,edm,entropic_log1p,10,ode_heun,2718,image,64.0,0.5263987332582474,171.8230358021765,clean-fid+pixel,0.0143556017428636,171.8230358021765,,-0.0726198181509971,0.5653336644172668,entropic,log1p,empirical_hutchinson,,0.0,0.5263987332582474,5.0,3.0,40.84847011004621,-0.009205488877502,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_5_ode_heun_123,edm,power_2,5,ode_heun,123,image,64.0,0.2498891046270728,319.0110002227619,clean-fid+pixel,14.9229097366333,319.0110002227619,,0.1037347987294197,2.702829360961914,power_2,,,,0.0,0.2498891046270728,4.0,4.0,78.23660993304816,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_25_ode_heun_7,edm,power_2,25,ode_heun,7,image,64.0,1.3673376962542534,167.14378239972638,clean-fid+pixel,0.0051125683821737,167.14378239972638,,-0.0426849573850631,0.5356035232543945,power_2,,,,0.0,1.3673376962542534,20.0,16.0,45.14312221782816,-3.4198321630158745e-05,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_10_ode_heun_42,edm,linear,10,ode_heun,42,image,64.0,0.9563855184242128,178.0443855874661,clean-fid+pixel,0.0205051284283399,178.0443855874661,,-0.0297383870929479,0.5823736190795898,linear,,,,0.0,0.9563855184242128,6.0,4.0,52.27420627379414,-0.0037707996236288,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_25_ode_heun_2718,edm,linear,25,ode_heun,2718,image,64.0,1.352376189082861,170.32945319881588,clean-fid+pixel,0.0050989580340683,170.32945319881588,,-0.0709748938679695,0.5333593487739563,linear,,,,0.0,1.352376189082861,15.0,10.0,27.63904157764376,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_10_ode_heun_123,edm,cosine,10,ode_heun,123,image,64.0,0.5252384701743722,176.63079644801635,clean-fid+pixel,0.0173593498766422,176.63079644801635,,-0.0508560575544834,0.5777323842048645,cosine,,,,0.0,0.5252384701743722,6.0,5.0,32.44370680376795,-0.0006881957717571,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_5_ode_heun_7,edm,sigmoid,5,ode_heun,7,image,64.0,0.252482021227479,357.6187850654949,clean-fid+pixel,2.555292844772339,357.6187850654949,,-0.0622774362564086,1.4230008125305176,sigmoid,,,,0.0,0.252482021227479,3.0,3.0,54.893352488844336,-0.0005858513432661,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_10_ode_heun_314,edm,sigmoid,10,ode_heun,314,image,64.0,0.5252072736620903,227.2909994848058,clean-fid+pixel,0.1567606925964355,227.2909994848058,,-0.0381278209388256,0.7300070524215698,sigmoid,,,,0.0,0.5252072736620903,6.0,5.0,28.0018597293226,-0.0001249348288935,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_5_ode_heun_42,edm,entropic,5,ode_heun,42,image,64.0,0.2495704004541039,314.1472611509412,clean-fid+pixel,0.1906435191631317,314.1472611509412,,-0.0300706624984741,0.25254687666893,entropic,control,empirical_hutchinson,,0.0,0.2495704004541039,1.0,1.0,19.328250283710062,-13.813612056596028,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_10_ode_heun_2718,edm,entropic,10,ode_heun,2718,image,64.0,0.5253115193918347,293.2304491830773,clean-fid+pixel,0.0596011653542518,293.2304491830773,,-0.071624755859375,0.3657521605491638,entropic,control,empirical_hutchinson,,0.0,0.5253115193918347,1.0,1.0,10.33121231638252,-6.866268970234385,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_5_ode_heun_123,edm,entropic_log1p,5,ode_heun,123,image,64.0,0.2501351637765765,183.7111730207119,clean-fid+pixel,0.0671712681651115,183.7111730207119,,-0.0556912012398242,0.6512374877929688,entropic,log1p,empirical_hutchinson,,0.0,0.2501351637765765,3.0,2.0,61.41485988519842,-0.0494563314563352,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_25_ode_heun_7,edm,entropic_log1p,25,ode_heun,7,image,64.0,1.3653265628963709,166.29814391272174,clean-fid+pixel,0.0014946002047508,166.29814391272174,,-0.0427283979952335,0.5027557611465454,entropic,log1p,empirical_hutchinson,,0.0,1.3653265628963709,12.0,7.0,19.735441185228822,-0.0015683303529238,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_5_ode_heun_314,edm,power_2,5,ode_heun,314,image,64.0,0.2497671470046043,319.4155987927789,clean-fid+pixel,19.13930892944336,319.4155987927789,,0.1680112481117248,2.9903063774108887,power_2,,,,0.0,0.2497671470046043,4.0,4.0,78.23660993304816,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_25_ode_heun_42,edm,power_2,25,ode_heun,42,image,64.0,1.351214338093996,179.26352227950974,clean-fid+pixel,0.0073693958111107,179.26352227950974,,-0.0282956454902887,0.5471686720848083,power_2,,,,0.0,1.351214338093996,20.0,16.0,45.14312221782816,-3.4198321630158745e-05,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_10_ode_heun_123,edm,linear,10,ode_heun,123,image,64.0,0.9674701811745764,171.37511431983685,clean-fid+pixel,0.0101979104802012,171.37511431983685,,-0.0507069937884807,0.5599023699760437,linear,,,,0.0,0.9674701811745764,6.0,4.0,52.27420627379414,-0.0037707996236288,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_5_ode_heun_7,edm,cosine,5,ode_heun,7,image,64.0,0.2539345258846879,231.29187759337543,clean-fid+pixel,0.3863809406757355,231.29187759337543,,-0.0455833636224269,0.8589658141136169,cosine,,,,0.0,0.2539345258846879,3.0,3.0,50.468436843202014,-0.0038504790137986,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_10_ode_heun_314,edm,cosine,10,ode_heun,314,image,64.0,0.5269243344664574,177.1551709509444,clean-fid+pixel,0.0171921290457248,177.1551709509444,,-0.0429636426270008,0.5742895603179932,cosine,,,,0.0,0.5269243344664574,6.0,5.0,32.44370680376795,-0.0006881957717571,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_5_ode_heun_42,edm,sigmoid,5,ode_heun,42,image,64.0,0.2504927404224872,353.1898023693201,clean-fid+pixel,2.6144185066223145,353.1898023693201,,-0.0364004299044609,1.435041427612305,sigmoid,,,,0.0,0.2504927404224872,3.0,3.0,54.893352488844336,-0.0005858513432661,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_10_ode_heun_2718,edm,sigmoid,10,ode_heun,2718,image,64.0,0.5277438471093774,209.75275954641523,clean-fid+pixel,0.2252192050218582,209.75275954641523,,-0.0780641213059425,0.7739243507385254,sigmoid,,,,0.0,0.5277438471093774,6.0,5.0,28.0018597293226,-0.0001249348288935,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_5_ode_heun_123,edm,entropic,5,ode_heun,123,image,64.0,0.2504250388592481,326.834492343918,clean-fid+pixel,0.1797506660223007,326.834492343918,,-0.0487291812896728,0.2596376538276672,entropic,control,empirical_hutchinson,,0.0,0.2504250388592481,1.0,1.0,19.328250283710062,-13.813612056596028,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_25_ode_heun_7,edm,entropic,25,ode_heun,7,image,64.0,1.3713250989094377,226.1405743185628,clean-fid+pixel,0.0162498485296964,226.1405743185628,,-0.0430378019809722,0.4320591688156128,entropic,control,empirical_hutchinson,,0.0,1.3713250989094377,1.0,1.0,4.304633940989135,-2.64250450335594,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_5_ode_heun_314,edm,entropic_log1p,5,ode_heun,314,image,64.0,0.2502021668478846,188.72453431882792,clean-fid+pixel,0.0608326196670532,188.72453431882792,,-0.0472707003355026,0.642952024936676,entropic,log1p,empirical_hutchinson,,0.0,0.2502021668478846,3.0,2.0,61.41485988519842,-0.0494563314563352,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_25_ode_heun_42,edm,entropic_log1p,25,ode_heun,42,image,64.0,1.3572468804195523,176.98317384687252,clean-fid+pixel,0.0017600236460566,176.98317384687252,,-0.0285186041146516,0.5151636600494385,entropic,log1p,empirical_hutchinson,,0.0,1.3572468804195523,12.0,7.0,19.735441185228822,-0.0015683303529238,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_5_ode_heun_2718,edm,power_2,5,ode_heun,2718,image,64.0,0.2503978125751018,317.4159615911757,clean-fid+pixel,17.13128089904785,317.4159615911757,,0.028221683576703,2.8683485984802246,power_2,,,,0.0,0.2503978125751018,4.0,4.0,78.23660993304816,-0.0010557118284467,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_25_ode_heun_123,edm,power_2,25,ode_heun,123,image,64.0,1.3583708079531789,170.27688068649852,clean-fid+pixel,0.0015261580701917,170.27688068649852,,-0.0489769913256168,0.5236626863479614,power_2,,,,0.0,1.3583708079531789,20.0,16.0,45.14312221782816,-3.4198321630158745e-05,7.0,exp_02a_edm_ode_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_5_sde_heun_7,edm,linear,5,sde_heun,7,image,64.0,0.7001774562522769,379.6151211665169,clean-fid+pixel,1.3807322978973389,379.6151211665169,,-0.0831524059176445,1.1779890060424805,linear,,,,0.0,0.7001774562522769,3.0,2.0,70.39100452814854,-0.0146510641480374,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_10_sde_heun_314,edm,linear,10,sde_heun,314,image,64.0,0.5446481080725789,363.626339107086,clean-fid+pixel,0.2781847715377807,363.626339107086,,-0.0504255257546901,0.8057077527046204,linear,,,,0.0,0.5446481080725789,6.0,4.0,52.27420627379414,-0.0037707996236288,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_5_sde_heun_42,edm,cosine,5,sde_heun,42,image,64.0,0.2591715399175882,413.4393566832294,clean-fid+pixel,3.5127744674682617,413.4393566832294,,-0.0154449455440044,1.583600640296936,cosine,,,,0.0,0.2591715399175882,3.0,3.0,50.468436843202014,-0.0038504790137986,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_10_sde_heun_2718,edm,cosine,10,sde_heun,2718,image,64.0,0.5447812406346202,373.1571357120589,clean-fid+pixel,0.522345781326294,373.1571357120589,,-0.0817725881934166,0.9176111817359924,cosine,,,,0.0,0.5447812406346202,6.0,5.0,32.44370680376795,-0.0006881957717571,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_5_sde_heun_123,edm,sigmoid,5,sde_heun,123,image,64.0,0.2587683536112308,431.2834094006125,clean-fid+pixel,9.830322265625,431.2834094006125,,-0.0710272416472435,2.3112781047821045,sigmoid,,,,0.0,0.2587683536112308,3.0,3.0,54.893352488844336,-0.0005858513432661,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_25_sde_heun_7,edm,sigmoid,25,sde_heun,7,image,64.0,1.417193278670311,378.4997443793416,clean-fid+pixel,0.248918280005455,378.4997443793416,,-0.0479773096740245,0.7886417508125305,sigmoid,,,,0.0,1.417193278670311,14.0,12.0,13.099075500722076,-3.2577603226483735e-05,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_5_sde_heun_314,edm,entropic,5,sde_heun,314,image,64.0,0.2593085700646043,488.6586309485081,clean-fid+pixel,5.6236419677734375,488.6586309485081,,-0.0416531413793563,1.8701802492141724,entropic,control,empirical_hutchinson,,0.0,0.2593085700646043,1.0,1.0,19.328250283710062,-13.813612056596028,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_25_sde_heun_42,edm,entropic,25,sde_heun,42,image,64.0,1.4030547952279449,432.1246773866893,clean-fid+pixel,0.578738808631897,432.1246773866893,,-0.0282346680760383,0.9404364228248596,entropic,control,empirical_hutchinson,,0.0,1.4030547952279449,1.0,1.0,4.304633940989135,-2.64250450335594,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_5_sde_heun_2718,edm,entropic_log1p,5,sde_heun,2718,image,64.0,0.2591381063684821,382.1365242807282,clean-fid+pixel,0.8032885789871216,382.1365242807282,,-0.0997479036450386,1.0163229703903198,entropic,log1p,empirical_hutchinson,,0.0,0.2591381063684821,3.0,2.0,61.41485988519842,-0.0494563314563352,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_25_sde_heun_123,edm,entropic_log1p,25,sde_heun,123,image,64.0,1.403314620256424,346.2617778268043,clean-fid+pixel,0.0985702276229858,346.2617778268043,,-0.0535102821886539,0.6823878884315491,entropic,log1p,empirical_hutchinson,,0.0,1.403314620256424,12.0,7.0,19.735441185228822,-0.0015683303529238,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_10_sde_heun_7,edm,power_2,10,sde_heun,7,image,64.0,0.5490358090028167,353.7633249764945,clean-fid+pixel,0.8966808319091797,353.7633249764945,,-0.0849458202719688,1.0458073616027832,power_2,,,,0.0,0.5490358090028167,8.0,7.0,69.31686814509338,-0.0002235689227249,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_25_sde_heun_314,edm,power_2,25,sde_heun,314,image,64.0,1.4034605147317052,354.03915259697374,clean-fid+pixel,0.1634620130062103,354.03915259697374,,-0.0444668494164943,0.7342923879623413,power_2,,,,0.0,1.4034605147317052,20.0,16.0,45.14312221782816,-3.4198321630158745e-05,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_5_sde_heun_42,edm,linear,5,sde_heun,42,image,64.0,0.7067537978291512,378.8449358993679,clean-fid+pixel,1.3721851110458374,378.8449358993679,,-0.0479500032961368,1.177747368812561,linear,,,,0.0,0.7067537978291512,3.0,2.0,70.39100452814854,-0.0146510641480374,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_10_sde_heun_2718,edm,linear,10,sde_heun,2718,image,64.0,0.5456758681684732,348.39230933940235,clean-fid+pixel,0.3235388398170471,348.39230933940235,,-0.0795199498534202,0.8282419443130493,linear,,,,0.0,0.5456758681684732,6.0,4.0,52.27420627379414,-0.0037707996236288,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_5_sde_heun_123,edm,cosine,5,sde_heun,123,image,64.0,0.2588957222178578,418.00047873011033,clean-fid+pixel,3.4227945804595947,418.00047873011033,,-0.036229308694601,1.569920778274536,cosine,,,,0.0,0.2588957222178578,3.0,3.0,50.468436843202014,-0.0038504790137986,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_25_sde_heun_7,edm,cosine,25,sde_heun,7,image,64.0,1.419739169999957,346.4796910410465,clean-fid+pixel,0.1339826136827469,346.4796910410465,,-0.0467798896133899,0.7119101285934448,cosine,,,,0.0,1.419739169999957,14.0,11.0,13.503511527100189,-0.0001184551871679,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_5_sde_heun_314,edm,sigmoid,5,sde_heun,314,image,64.0,0.2591808103024959,440.6367087200658,clean-fid+pixel,11.32729434967041,440.6367087200658,,-0.0566993951797485,2.44465446472168,sigmoid,,,,0.0,0.2591808103024959,3.0,3.0,54.893352488844336,-0.0005858513432661,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_25_sde_heun_42,edm,sigmoid,25,sde_heun,42,image,64.0,1.405214250087738,366.6857167385682,clean-fid+pixel,0.2738795876502991,366.6857167385682,,-0.0318366326391696,0.8032389283180237,sigmoid,,,,0.0,1.405214250087738,14.0,12.0,13.099075500722076,-3.2577603226483735e-05,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_5_sde_heun_2718,edm,entropic,5,sde_heun,2718,image,64.0,0.2590800486505031,492.9748380708651,clean-fid+pixel,5.723691463470459,492.9748380708651,,-0.0637330487370491,1.8824005126953125,entropic,control,empirical_hutchinson,,0.0,0.2590800486505031,1.0,1.0,19.328250283710062,-13.813612056596028,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_25_sde_heun_123,edm,entropic,25,sde_heun,123,image,64.0,1.4054443147033453,443.3228671028901,clean-fid+pixel,0.5427002906799316,443.3228671028901,,-0.053260713815689,0.9267302751541138,entropic,control,empirical_hutchinson,,0.0,1.4054443147033453,1.0,1.0,4.304633940989135,-2.64250450335594,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_10_sde_heun_7,edm,entropic_log1p,10,sde_heun,7,image,64.0,0.5484967073425651,353.56450902757604,clean-fid+pixel,0.2229013293981552,353.56450902757604,,-0.0474698357284069,0.7735758423805237,entropic,log1p,empirical_hutchinson,,0.0,0.5484967073425651,5.0,3.0,40.84847011004621,-0.009205488877502,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_log1p_25_sde_heun_314,edm,entropic_log1p,25,sde_heun,314,image,64.0,1.4056758880615234,346.3427124909198,clean-fid+pixel,0.1043026521801948,346.3427124909198,,-0.0396599806845188,0.6872008442878723,entropic,log1p,empirical_hutchinson,,0.0,1.4056758880615234,12.0,7.0,19.735441185228822,-0.0015683303529238,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_10_sde_heun_42,edm,power_2,10,sde_heun,42,image,64.0,0.5454755425453186,353.5237678852569,clean-fid+pixel,0.9043191075325012,353.5237678852569,,-0.0498783588409423,1.0504494905471802,power_2,,,,0.0,0.5454755425453186,8.0,7.0,69.31686814509338,-0.0002235689227249,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_power_2_25_sde_heun_2718,edm,power_2,25,sde_heun,2718,image,64.0,1.4053581999614837,335.25497651608185,clean-fid+pixel,0.1979215592145919,335.25497651608185,,-0.0738172829151153,0.7568673491477966,power_2,,,,0.0,1.4053581999614837,20.0,16.0,45.14312221782816,-3.4198321630158745e-05,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_5_sde_heun_123,edm,linear,5,sde_heun,123,image,64.0,0.7527412669733167,387.9992147614704,clean-fid+pixel,1.334221601486206,387.9992147614704,,-0.084348052740097,1.167184591293335,linear,,,,0.0,0.7527412669733167,3.0,2.0,70.39100452814854,-0.0146510641480374,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_linear_25_sde_heun_7,edm,linear,25,sde_heun,7,image,64.0,1.4100411590188742,334.8647676889062,clean-fid+pixel,0.1131728813052177,334.8647676889062,,-0.0454026162624359,0.6949607729911804,linear,,,,0.0,1.4100411590188742,15.0,10.0,27.63904157764376,-0.0010557118284467,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_5_sde_heun_314,edm,cosine,5,sde_heun,314,image,64.0,0.2569542927667498,415.5603249428816,clean-fid+pixel,3.5424599647521973,415.5603249428816,,-0.0205510985106229,1.5884242057800293,cosine,,,,0.0,0.2569542927667498,3.0,3.0,50.468436843202014,-0.0038504790137986,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_cosine_25_sde_heun_42,edm,cosine,25,sde_heun,42,image,64.0,1.3937972113490105,340.12199777228244,clean-fid+pixel,0.1487384885549545,340.12199777228244,,-0.0323235876858234,0.7235850095748901,cosine,,,,0.0,1.3937972113490105,14.0,11.0,13.503511527100189,-0.0001184551871679,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_5_sde_heun_2718,edm,sigmoid,5,sde_heun,2718,image,64.0,0.2571585969999432,436.7988170731956,clean-fid+pixel,12.22429370880127,436.7988170731956,,-0.1131168976426124,2.51899790763855,sigmoid,,,,0.0,0.2571585969999432,3.0,3.0,54.893352488844336,-0.0005858513432661,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_sigmoid_25_sde_heun_123,edm,sigmoid,25,sde_heun,123,image,64.0,1.3936912938952446,375.3789476212853,clean-fid+pixel,0.2520880103111267,375.3789476212853,,-0.054842036217451,0.7910880446434021,sigmoid,,,,0.0,1.3936912938952446,14.0,12.0,13.099075500722076,-3.2577603226483735e-05,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
edm_entropic_10_sde_heun_7,edm,entropic,10,sde_heun,7,image,64.0,0.5459538400173187,484.8816259586317,clean-fid+pixel,2.2031235694885254,484.8816259586317,,-0.0402003563940525,1.357679843902588,entropic,control,empirical_hutchinson,,0.0,0.5459538400173187,1.0,1.0,10.33121231638252,-6.866268970234385,7.0,exp_02b_edm_sde_sweep,,,,,,,,,,,,,,,,,,,,,run40_rebuttal
